complaint_id,head,relation,tail
JZ2021020900951,complaint:JZ2021020900951,包含实体,entity:房子
JZ2021020900951,complaint:JZ2021020900951,包含隐患,hidden:违建
JZ2021020900951,complaint:JZ2021020900951,包含事件,event:空白
JZ2021020900951,complaint:JZ2021020900951,包含风险,risk:影响出行
JZ2021020900951,entity:房子,易感于,hidden:违建
JZ2021020900951,hidden:违建,导致,risk:影响出行
JZ2021020900951,event:空白,触发风险,risk:影响出行
JZ2021021200139,complaint:JZ2021021200139,包含实体,entity:宅基地
JZ2021021200139,complaint:JZ2021021200139,包含事件,event:空白
JZ2021021200139,complaint:JZ2021021200139,包含风险,risk:易发生冲突
JZ2021021200139,event:空白,触发风险,risk:易发生冲突
JZ2021021300080,complaint:JZ2021021300080,包含实体,entity:共享单车
JZ2021021300080,complaint:JZ2021021300080,包含隐患,hidden:停放过多
JZ2021021300080,complaint:JZ2021021300080,包含事件,event:空白
JZ2021021300080,complaint:JZ2021021300080,包含风险,risk:影响日常生活
JZ2021021300080,entity:共享单车,易感于,hidden:停放过多
JZ2021021300080,hidden:停放过多,导致,risk:影响日常生活
JZ2021021300080,event:空白,触发风险,risk:影响日常生活
JZ2021020700376,complaint:JZ2021020700376,包含事件,event:空白
JZ2021020700376,complaint:JZ2021020700376,包含风险,risk:影响出行
JZ2021020700376,event:空白,触发风险,risk:影响出行
JZ2021021200180,complaint:JZ2021021200180,包含实体,entity:村口
JZ2021021200180,complaint:JZ2021021200180,包含事件,event:空白
JZ2021021200180,complaint:JZ2021021200180,包含风险,risk:影响日常生活
JZ2021021200180,event:空白,触发风险,risk:影响日常生活
JZ2021021300047,complaint:JZ2021021300047,包含隐患,hidden:停车秩序混乱
JZ2021021300047,complaint:JZ2021021300047,包含事件,event:空白
JZ2021021300047,complaint:JZ2021021300047,包含风险,risk:影响出行
JZ2021021300047,hidden:停车秩序混乱,导致,risk:影响出行
JZ2021021300047,event:空白,触发风险,risk:影响出行
JZ2021021200171,complaint:JZ2021021200171,包含实体,entity:农转非
JZ2021021200171,complaint:JZ2021021200171,包含隐患,hidden:克扣不合理
JZ2021021200171,complaint:JZ2021021200171,包含事件,event:空白
JZ2021021200171,complaint:JZ2021021200171,包含风险,risk:易发生冲突
JZ2021021200171,entity:农转非,易感于,hidden:克扣不合理
JZ2021021200171,hidden:克扣不合理,导致,risk:易发生冲突
JZ2021021200171,event:空白,触发风险,risk:易发生冲突
JZ2021021000181,complaint:JZ2021021000181,包含隐患,hidden:克扣
JZ2021021000181,complaint:JZ2021021000181,包含事件,event:空白
JZ2021021000181,complaint:JZ2021021000181,包含风险,risk:影响日常生活
JZ2021021000181,hidden:克扣,导致,risk:影响日常生活
JZ2021021000181,event:空白,触发风险,risk:影响日常生活
JZ2021030100197,complaint:JZ2021030100197,包含实体,entity:护栏
JZ2021030100197,complaint:JZ2021030100197,包含事件,event:空白
JZ2021030100197,complaint:JZ2021030100197,包含风险,risk:影响出行
JZ2021030100197,event:空白,触发风险,risk:影响出行
JZ2021030100340,complaint:JZ2021030100340,包含隐患,hidden:错
JZ2021030100340,complaint:JZ2021030100340,包含事件,event:空白
JZ2021030100340,complaint:JZ2021030100340,包含风险,risk:影响日常生活
JZ2021030100340,hidden:错,导致,risk:影响日常生活
JZ2021030100340,event:空白,触发风险,risk:影响日常生活
JZ2021030200021,complaint:JZ2021030200021,包含实体,entity:单元门
JZ2021030200021,complaint:JZ2021030200021,包含隐患,hidden:无人维修
JZ2021030200021,complaint:JZ2021030200021,包含事件,event:空白
JZ2021030200021,complaint:JZ2021030200021,包含风险,risk:影响日常生活
JZ2021030200021,entity:单元门,易感于,hidden:无人维修
JZ2021030200021,hidden:无人维修,导致,risk:影响日常生活
JZ2021030200021,event:空白,触发风险,risk:影响日常生活
JZ2021030200025,complaint:JZ2021030200025,包含实体,entity:电箱
JZ2021030200025,complaint:JZ2021030200025,包含事件,event:空白
JZ2021030200025,complaint:JZ2021030200025,包含风险,risk:影响日常生活
JZ2021030200025,event:空白,触发风险,risk:影响日常生活
JZ2021030300174,complaint:JZ2021030300174,包含实体,entity:电闸箱
JZ2021030300174,complaint:JZ2021030300174,包含隐患,hidden:无人关闭
JZ2021030300174,complaint:JZ2021030300174,包含事件,event:空白
JZ2021030300174,complaint:JZ2021030300174,包含风险,risk:人身安全风险
JZ2021030300174,entity:电闸箱,易感于,hidden:无人关闭
JZ2021030300174,hidden:无人关闭,导致,risk:人身安全风险
JZ2021030300174,event:空白,触发风险,risk:人身安全风险
JZ2021030300180,complaint:JZ2021030300180,包含实体,entity:村委会
JZ2021030300180,complaint:JZ2021030300180,包含事件,event:空白
JZ2021030300180,complaint:JZ2021030300180,包含风险,risk:易发生冲突
JZ2021030300180,event:空白,触发风险,risk:易发生冲突
JZ2021030400460,complaint:JZ2021030400460,包含实体,entity:路砖
JZ2021030400460,complaint:JZ2021030400460,包含隐患,hidden:翘起
JZ2021030400460,complaint:JZ2021030400460,包含事件,event:空白
JZ2021030400460,complaint:JZ2021030400460,包含风险,risk:影响出行
JZ2021030400460,entity:路砖,易感于,hidden:翘起
JZ2021030400460,hidden:翘起,导致,risk:影响出行
JZ2021030400460,event:空白,触发风险,risk:影响出行
JZ2021030400463,complaint:JZ2021030400463,包含隐患,hidden:翘起
JZ2021030400463,complaint:JZ2021030400463,包含事件,event:空白
JZ2021030400463,complaint:JZ2021030400463,包含风险,risk:人身安全风险
JZ2021030400463,hidden:翘起,导致,risk:人身安全风险
JZ2021030400463,event:空白,触发风险,risk:人身安全风险
JZ2021030400662,complaint:JZ2021030400662,包含实体,entity:自行车
JZ2021030400662,complaint:JZ2021030400662,包含事件,event:空白
JZ2021030400662,complaint:JZ2021030400662,包含风险,risk:影响日常生活
JZ2021030400662,event:空白,触发风险,risk:影响日常生活
JZ2021030500211,complaint:JZ2021030500211,包含实体,entity:房
JZ2021030500211,complaint:JZ2021030500211,包含隐患,hidden:强行盖房
JZ2021030500211,complaint:JZ2021030500211,包含事件,event:空白
JZ2021030500211,complaint:JZ2021030500211,包含风险,risk:易发生冲突
JZ2021030500211,entity:房,易感于,hidden:强行盖房
JZ2021030500211,hidden:强行盖房,导致,risk:易发生冲突
JZ2021030500211,event:空白,触发风险,risk:易发生冲突
JZ2021030600429,complaint:JZ2021030600429,包含实体,entity:污水井盖
JZ2021030600429,complaint:JZ2021030600429,包含隐患,hidden:翘起来
JZ2021030600429,complaint:JZ2021030600429,包含事件,event:空白
JZ2021030600429,complaint:JZ2021030600429,包含风险,risk:人身安全风险
JZ2021030600429,entity:污水井盖,易感于,hidden:翘起来
JZ2021030600429,hidden:翘起来,导致,risk:人身安全风险
JZ2021030600429,event:空白,触发风险,risk:人身安全风险
JZ2021030700154,complaint:JZ2021030700154,包含实体,entity:墙
JZ2021030700154,complaint:JZ2021030700154,包含隐患,hidden:清理不干净
JZ2021030700154,complaint:JZ2021030700154,包含事件,event:空白
JZ2021030700154,complaint:JZ2021030700154,包含风险,risk:影响日常生活
JZ2021030700154,entity:墙,易感于,hidden:清理不干净
JZ2021030700154,hidden:清理不干净,导致,risk:影响日常生活
JZ2021030700154,event:空白,触发风险,risk:影响日常生活
JZ2021030700174,complaint:JZ2021030700174,包含实体,entity:灯
JZ2021030700174,complaint:JZ2021030700174,包含隐患,hidden:损坏
JZ2021030700174,complaint:JZ2021030700174,包含事件,event:空白
JZ2021030700174,complaint:JZ2021030700174,包含风险,risk:影响日常生活
JZ2021030700174,entity:灯,易感于,hidden:损坏
JZ2021030700174,hidden:损坏,导致,risk:影响日常生活
JZ2021030700174,event:空白,触发风险,risk:影响日常生活
JZ2021030700200,complaint:JZ2021030700200,包含实体,entity:狗屎
JZ2021030700200,complaint:JZ2021030700200,包含隐患,hidden:无人清理
JZ2021030700200,complaint:JZ2021030700200,包含事件,event:空白
JZ2021030700200,complaint:JZ2021030700200,包含风险,risk:影响日常生活
JZ2021030700200,entity:狗屎,易感于,hidden:无人清理
JZ2021030700200,hidden:无人清理,导致,risk:影响日常生活
JZ2021030700200,event:空白,触发风险,risk:影响日常生活
JZ2021030700222,complaint:JZ2021030700222,包含实体,entity:自行车棚
JZ2021030700222,complaint:JZ2021030700222,包含隐患,hidden:无人使用
JZ2021030700222,complaint:JZ2021030700222,包含事件,event:空白
JZ2021030700222,complaint:JZ2021030700222,包含风险,risk:影响日常生活
JZ2021030700222,entity:自行车棚,易感于,hidden:无人使用
JZ2021030700222,hidden:无人使用,导致,risk:影响日常生活
JZ2021030700222,event:空白,触发风险,risk:影响日常生活
JZ2021030700320,complaint:JZ2021030700320,包含实体,entity:杂物
JZ2021030700320,complaint:JZ2021030700320,包含隐患,hidden:堆放
JZ2021030700320,complaint:JZ2021030700320,包含事件,event:空白
JZ2021030700320,complaint:JZ2021030700320,包含风险,risk:影响日常生活
JZ2021030700320,entity:杂物,易感于,hidden:堆放
JZ2021030700320,hidden:堆放,导致,risk:影响日常生活
JZ2021030700320,event:空白,触发风险,risk:影响日常生活
JZ2021030700323,complaint:JZ2021030700323,包含隐患,hidden:堆积
JZ2021030700323,complaint:JZ2021030700323,包含事件,event:空白
JZ2021030700323,complaint:JZ2021030700323,包含风险,risk:火灾风险
JZ2021030700323,hidden:堆积,导致,risk:火灾风险
JZ2021030700323,event:空白,触发风险,risk:火灾风险
JZ2021030700337,complaint:JZ2021030700337,包含实体,entity:地面
JZ2021030700337,complaint:JZ2021030700337,包含隐患,hidden:无人进行清理
JZ2021030700337,complaint:JZ2021030700337,包含事件,event:空白
JZ2021030700337,complaint:JZ2021030700337,包含风险,risk:影响日常生活
JZ2021030700337,entity:地面,易感于,hidden:无人进行清理
JZ2021030700337,hidden:无人进行清理,导致,risk:影响日常生活
JZ2021030700337,event:空白,触发风险,risk:影响日常生活
JZ2021030700367,complaint:JZ2021030700367,包含实体,entity:纸箱
JZ2021030700367,complaint:JZ2021030700367,包含隐患,hidden:堆在楼道
JZ2021030700367,complaint:JZ2021030700367,包含事件,event:空白
JZ2021030700367,complaint:JZ2021030700367,包含风险,risk:火灾风险
JZ2021030700367,entity:纸箱,易感于,hidden:堆在楼道
JZ2021030700367,hidden:堆在楼道,导致,risk:火灾风险
JZ2021030700367,event:空白,触发风险,risk:火灾风险
JZ2021030800201,complaint:JZ2021030800201,包含实体,entity:垃圾
JZ2021030800201,complaint:JZ2021030800201,包含隐患,hidden:垃圾成堆
JZ2021030800201,complaint:JZ2021030800201,包含事件,event:空白
JZ2021030800201,complaint:JZ2021030800201,包含风险,risk:影响日常生活
JZ2021030800201,entity:垃圾,易感于,hidden:垃圾成堆
JZ2021030800201,hidden:垃圾成堆,导致,risk:影响日常生活
JZ2021030800201,event:空白,触发风险,risk:影响日常生活
JZ2021030800247,complaint:JZ2021030800247,包含实体,entity:垃圾
JZ2021030800247,complaint:JZ2021030800247,包含隐患,hidden:无人清理
JZ2021030800247,complaint:JZ2021030800247,包含事件,event:空白
JZ2021030800247,complaint:JZ2021030800247,包含风险,risk:影响日常生活
JZ2021030800247,entity:垃圾,易感于,hidden:无人清理
JZ2021030800247,hidden:无人清理,导致,risk:影响日常生活
JZ2021030800247,event:空白,触发风险,risk:影响日常生活
JZ2021030800255,complaint:JZ2021030800255,包含实体,entity:杂物
JZ2021030800255,complaint:JZ2021030800255,包含隐患,hidden:占道
JZ2021030800255,complaint:JZ2021030800255,包含事件,event:空白
JZ2021030800255,complaint:JZ2021030800255,包含风险,risk:影响日常生活
JZ2021030800255,entity:杂物,易感于,hidden:占道
JZ2021030800255,hidden:占道,导致,risk:影响日常生活
JZ2021030800255,event:空白,触发风险,risk:影响日常生活
JZ2021030800340,complaint:JZ2021030800340,包含实体,entity:宠物
JZ2021030800340,complaint:JZ2021030800340,包含事件,event:空白
JZ2021030800340,complaint:JZ2021030800340,包含风险,risk:影响出行
JZ2021030800340,event:空白,触发风险,risk:影响出行
JZ2021030800479,complaint:JZ2021030800479,包含实体,entity:路灯
JZ2021030800479,complaint:JZ2021030800479,包含隐患,hidden:坏了
JZ2021030800479,complaint:JZ2021030800479,包含事件,event:空白
JZ2021030800479,complaint:JZ2021030800479,包含风险,risk:影响出行
JZ2021030800479,entity:路灯,易感于,hidden:坏了
JZ2021030800479,hidden:坏了,导致,risk:影响出行
JZ2021030800479,event:空白,触发风险,risk:影响出行
JZ2021030800480,complaint:JZ2021030800480,包含实体,entity:木板
JZ2021030800480,complaint:JZ2021030800480,包含隐患,hidden:翘起来
JZ2021030800480,complaint:JZ2021030800480,包含事件,event:空白
JZ2021030800480,complaint:JZ2021030800480,包含风险,risk:影响日常生活
JZ2021030800480,entity:木板,易感于,hidden:翘起来
JZ2021030800480,hidden:翘起来,导致,risk:影响日常生活
JZ2021030800480,event:空白,触发风险,risk:影响日常生活
JZ2021030800546,complaint:JZ2021030800546,包含实体,entity:公共厕所灯
JZ2021030800546,complaint:JZ2021030800546,包含隐患,hidden:损坏
JZ2021030800546,complaint:JZ2021030800546,包含事件,event:空白
JZ2021030800546,complaint:JZ2021030800546,包含风险,risk:影响日常生活
JZ2021030800546,entity:公共厕所灯,易感于,hidden:损坏
JZ2021030800546,hidden:损坏,导致,risk:影响日常生活
JZ2021030800546,event:空白,触发风险,risk:影响日常生活
JZ2021030800636,complaint:JZ2021030800636,包含隐患,hidden:不让进
JZ2021030800636,complaint:JZ2021030800636,包含事件,event:空白
JZ2021030800636,complaint:JZ2021030800636,包含风险,risk:影响日常生活
JZ2021030800636,hidden:不让进,导致,risk:影响日常生活
JZ2021030800636,event:空白,触发风险,risk:影响日常生活
JZ2021030800649,complaint:JZ2021030800649,包含实体,entity:物业
JZ2021030800649,complaint:JZ2021030800649,包含隐患,hidden:发现了老鼠
JZ2021030800649,complaint:JZ2021030800649,包含事件,event:空白
JZ2021030800649,complaint:JZ2021030800649,包含风险,risk:影响日常生活
JZ2021030800649,entity:物业,易感于,hidden:发现了老鼠
JZ2021030800649,hidden:发现了老鼠,导致,risk:影响日常生活
JZ2021030800649,event:空白,触发风险,risk:影响日常生活
JZ2021031000173,complaint:JZ2021031000173,包含实体,entity:垃圾站
JZ2021031000173,complaint:JZ2021031000173,包含隐患,hidden:乱扔垃圾
JZ2021031000173,complaint:JZ2021031000173,包含事件,event:空白
JZ2021031000173,complaint:JZ2021031000173,包含风险,risk:影响日常生活
JZ2021031000173,entity:垃圾站,易感于,hidden:乱扔垃圾
JZ2021031000173,hidden:乱扔垃圾,导致,risk:影响日常生活
JZ2021031000173,event:空白,触发风险,risk:影响日常生活
JZ2021031000188,complaint:JZ2021031000188,包含实体,entity:公厕
JZ2021031000188,complaint:JZ2021031000188,包含隐患,hidden:没有人进行清理
JZ2021031000188,complaint:JZ2021031000188,包含事件,event:空白
JZ2021031000188,complaint:JZ2021031000188,包含风险,risk:影响日常生活
JZ2021031000188,entity:公厕,易感于,hidden:没有人进行清理
JZ2021031000188,hidden:没有人进行清理,导致,risk:影响日常生活
JZ2021031000188,event:空白,触发风险,risk:影响日常生活
JZ2021031000191,complaint:JZ2021031000191,包含实体,entity:广告
JZ2021031000191,complaint:JZ2021031000191,包含隐患,hidden:无人清理
JZ2021031000191,complaint:JZ2021031000191,包含事件,event:空白
JZ2021031000191,complaint:JZ2021031000191,包含风险,risk:影响日常生活
JZ2021031000191,entity:广告,易感于,hidden:无人清理
JZ2021031000191,hidden:无人清理,导致,risk:影响日常生活
JZ2021031000191,event:空白,触发风险,risk:影响日常生活
JZ2021031000216,complaint:JZ2021031000216,包含实体,entity:垃圾
JZ2021031000216,complaint:JZ2021031000216,包含事件,event:空白
JZ2021031000216,complaint:JZ2021031000216,包含风险,risk:火灾风险
JZ2021031000216,event:空白,触发风险,risk:火灾风险
JZ2021031000379,complaint:JZ2021031000379,包含实体,entity:垃圾
JZ2021031000379,complaint:JZ2021031000379,包含隐患,hidden:没有落实垃圾分类
JZ2021031000379,complaint:JZ2021031000379,包含事件,event:空白
JZ2021031000379,complaint:JZ2021031000379,包含风险,risk:影响日常生活
JZ2021031000379,entity:垃圾,易感于,hidden:没有落实垃圾分类
JZ2021031000379,hidden:没有落实垃圾分类,导致,risk:影响日常生活
JZ2021031000379,event:空白,触发风险,risk:影响日常生活
JZ2021031000539,complaint:JZ2021031000539,包含实体,entity:烟花爆竹
JZ2021031000539,complaint:JZ2021031000539,包含隐患,hidden:扰民
JZ2021031000539,complaint:JZ2021031000539,包含事件,event:空白
JZ2021031000539,complaint:JZ2021031000539,包含风险,risk:火灾风险
JZ2021031000539,entity:烟花爆竹,易感于,hidden:扰民
JZ2021031000539,hidden:扰民,导致,risk:火灾风险
JZ2021031000539,event:空白,触发风险,risk:火灾风险
JZ2021031000573,complaint:JZ2021031000573,包含实体,entity:垃圾
JZ2021031000573,complaint:JZ2021031000573,包含隐患,hidden:堆放
JZ2021031000573,complaint:JZ2021031000573,包含事件,event:空白
JZ2021031000573,complaint:JZ2021031000573,包含风险,risk:影响出行
JZ2021031000573,entity:垃圾,易感于,hidden:堆放
JZ2021031000573,hidden:堆放,导致,risk:影响出行
JZ2021031000573,event:空白,触发风险,risk:影响出行
JZ2021031000724,complaint:JZ2021031000724,包含实体,entity:停车场
JZ2021031000724,complaint:JZ2021031000724,包含隐患,hidden:违建
JZ2021031000724,complaint:JZ2021031000724,包含事件,event:空白
JZ2021031000724,complaint:JZ2021031000724,包含风险,risk:影响日常生活
JZ2021031000724,entity:停车场,易感于,hidden:违建
JZ2021031000724,hidden:违建,导致,risk:影响日常生活
JZ2021031000724,event:空白,触发风险,risk:影响日常生活
JZ2021031000760,complaint:JZ2021031000760,包含实体,entity:停车场
JZ2021031000760,complaint:JZ2021031000760,包含隐患,hidden:违法建设
JZ2021031000760,complaint:JZ2021031000760,包含事件,event:空白
JZ2021031000760,complaint:JZ2021031000760,包含风险,risk:影响日常生活
JZ2021031000760,entity:停车场,易感于,hidden:违法建设
JZ2021031000760,hidden:违法建设,导致,risk:影响日常生活
JZ2021031000760,event:空白,触发风险,risk:影响日常生活
JZ2021031100282,complaint:JZ2021031100282,包含实体,entity:雨水箅子
JZ2021031100282,complaint:JZ2021031100282,包含隐患,hidden:被压坏
JZ2021031100282,complaint:JZ2021031100282,包含事件,event:空白
JZ2021031100282,complaint:JZ2021031100282,包含风险,risk:影响出行
JZ2021031100282,entity:雨水箅子,易感于,hidden:被压坏
JZ2021031100282,hidden:被压坏,导致,risk:影响出行
JZ2021031100282,event:空白,触发风险,risk:影响出行
JZ2021031100340,complaint:JZ2021031100340,包含实体,entity:垃圾
JZ2021031100340,complaint:JZ2021031100340,包含隐患,hidden:无人清理
JZ2021031100340,complaint:JZ2021031100340,包含事件,event:空白
JZ2021031100340,complaint:JZ2021031100340,包含风险,risk:影响日常生活
JZ2021031100340,entity:垃圾,易感于,hidden:无人清理
JZ2021031100340,hidden:无人清理,导致,risk:影响日常生活
JZ2021031100340,event:空白,触发风险,risk:影响日常生活
JZ2021031100491,complaint:JZ2021031100491,包含实体,entity:白色垃圾
JZ2021031100491,complaint:JZ2021031100491,包含隐患,hidden:无人清理
JZ2021031100491,complaint:JZ2021031100491,包含事件,event:空白
JZ2021031100491,complaint:JZ2021031100491,包含风险,risk:影响日常生活
JZ2021031100491,entity:白色垃圾,易感于,hidden:无人清理
JZ2021031100491,hidden:无人清理,导致,risk:影响日常生活
JZ2021031100491,event:空白,触发风险,risk:影响日常生活
JZ2021031100558,complaint:JZ2021031100558,包含实体,entity:垃圾
JZ2021031100558,complaint:JZ2021031100558,包含隐患,hidden:没人清理
JZ2021031100558,complaint:JZ2021031100558,包含事件,event:空白
JZ2021031100558,complaint:JZ2021031100558,包含风险,risk:影响日常生活
JZ2021031100558,entity:垃圾,易感于,hidden:没人清理
JZ2021031100558,hidden:没人清理,导致,risk:影响日常生活
JZ2021031100558,event:空白,触发风险,risk:影响日常生活
JZ2021031100559,complaint:JZ2021031100559,包含实体,entity:垃圾
JZ2021031100559,complaint:JZ2021031100559,包含隐患,hidden:无人清理
JZ2021031100559,complaint:JZ2021031100559,包含事件,event:空白
JZ2021031100559,complaint:JZ2021031100559,包含风险,risk:影响日常生活
JZ2021031100559,entity:垃圾,易感于,hidden:无人清理
JZ2021031100559,hidden:无人清理,导致,risk:影响日常生活
JZ2021031100559,event:空白,触发风险,risk:影响日常生活
JZ2021031100568,complaint:JZ2021031100568,包含实体,entity:烟花爆竹
JZ2021031100568,complaint:JZ2021031100568,包含隐患,hidden:扰民
JZ2021031100568,complaint:JZ2021031100568,包含事件,event:空白
JZ2021031100568,complaint:JZ2021031100568,包含风险,risk:火灾风险
JZ2021031100568,entity:烟花爆竹,易感于,hidden:扰民
JZ2021031100568,hidden:扰民,导致,risk:火灾风险
JZ2021031100568,event:空白,触发风险,risk:火灾风险
JZ2021031100603,complaint:JZ2021031100603,包含隐患,hidden:未进行垃圾分类
JZ2021031100603,complaint:JZ2021031100603,包含事件,event:空白
JZ2021031100603,complaint:JZ2021031100603,包含风险,risk:影响日常生活
JZ2021031100603,hidden:未进行垃圾分类,导致,risk:影响日常生活
JZ2021031100603,event:空白,触发风险,risk:影响日常生活
JZ2021031100642,complaint:JZ2021031100642,包含实体,entity:大坑
JZ2021031100642,complaint:JZ2021031100642,包含事件,event:空白
JZ2021031100642,complaint:JZ2021031100642,包含风险,risk:人身安全风险
JZ2021031100642,event:空白,触发风险,risk:人身安全风险
JZ2021031100678,complaint:JZ2021031100678,包含实体,entity:小区
JZ2021031100678,complaint:JZ2021031100678,包含隐患,hidden:没有物业
JZ2021031100678,complaint:JZ2021031100678,包含事件,event:空白
JZ2021031100678,complaint:JZ2021031100678,包含风险,risk:影响日常生活
JZ2021031100678,entity:小区,易感于,hidden:没有物业
JZ2021031100678,hidden:没有物业,导致,risk:影响日常生活
JZ2021031100678,event:空白,触发风险,risk:影响日常生活
JZ2021031100692,complaint:JZ2021031100692,包含实体,entity:垃圾
JZ2021031100692,complaint:JZ2021031100692,包含隐患,hidden:清理不及时
JZ2021031100692,complaint:JZ2021031100692,包含事件,event:空白
JZ2021031100692,complaint:JZ2021031100692,包含风险,risk:影响日常生活
JZ2021031100692,entity:垃圾,易感于,hidden:清理不及时
JZ2021031100692,hidden:清理不及时,导致,risk:影响日常生活
JZ2021031100692,event:空白,触发风险,risk:影响日常生活
JZ2021031100696,complaint:JZ2021031100696,包含隐患,hidden:降低声音
JZ2021031100696,complaint:JZ2021031100696,包含事件,event:空白
JZ2021031100696,complaint:JZ2021031100696,包含风险,risk:影响日常生活
JZ2021031100696,complaint:JZ2021031100696,包含后果,outcome:有安全隐患
JZ2021031100696,hidden:降低声音,导致,risk:影响日常生活
JZ2021031100696,event:空白,触发风险,risk:影响日常生活
JZ2021031100696,risk:影响日常生活,导致,outcome:有安全隐患
JZ2021031100697,complaint:JZ2021031100697,包含实体,entity:过节费
JZ2021031100697,complaint:JZ2021031100697,包含隐患,hidden:发放不合理
JZ2021031100697,complaint:JZ2021031100697,包含事件,event:空白
JZ2021031100697,complaint:JZ2021031100697,包含风险,risk:影响日常生活
JZ2021031100697,entity:过节费,易感于,hidden:发放不合理
JZ2021031100697,hidden:发放不合理,导致,risk:影响日常生活
JZ2021031100697,event:空白,触发风险,risk:影响日常生活
JZ2021031100706,complaint:JZ2021031100706,包含实体,entity:电闸门
JZ2021031100706,complaint:JZ2021031100706,包含隐患,hidden:没关
JZ2021031100706,complaint:JZ2021031100706,包含事件,event:空白
JZ2021031100706,complaint:JZ2021031100706,包含风险,risk:人身安全风险
JZ2021031100706,entity:电闸门,易感于,hidden:没关
JZ2021031100706,hidden:没关,导致,risk:人身安全风险
JZ2021031100706,event:空白,触发风险,risk:人身安全风险
JZ2021031100717,complaint:JZ2021031100717,包含实体,entity:广场
JZ2021031100717,complaint:JZ2021031100717,包含事件,event:空白
JZ2021031100717,complaint:JZ2021031100717,包含风险,risk:影响日常生活
JZ2021031100717,event:空白,触发风险,risk:影响日常生活
JZ2021031100719,complaint:JZ2021031100719,包含实体,entity:井盖
JZ2021031100719,complaint:JZ2021031100719,包含隐患,hidden:丢失
JZ2021031100719,complaint:JZ2021031100719,包含事件,event:空白
JZ2021031100719,complaint:JZ2021031100719,包含风险,risk:人身安全风险
JZ2021031100719,entity:井盖,易感于,hidden:丢失
JZ2021031100719,hidden:丢失,导致,risk:人身安全风险
JZ2021031100719,event:空白,触发风险,risk:人身安全风险
JZ2021031100740,complaint:JZ2021031100740,包含实体,entity:垃圾
JZ2021031100740,complaint:JZ2021031100740,包含隐患,hidden:无人清理
JZ2021031100740,complaint:JZ2021031100740,包含事件,event:空白
JZ2021031100740,complaint:JZ2021031100740,包含风险,risk:影响日常生活
JZ2021031100740,entity:垃圾,易感于,hidden:无人清理
JZ2021031100740,hidden:无人清理,导致,risk:影响日常生活
JZ2021031100740,event:空白,触发风险,risk:影响日常生活
JZ2021031100762,complaint:JZ2021031100762,包含实体,entity:粪便
JZ2021031100762,complaint:JZ2021031100762,包含隐患,hidden:无人清理
JZ2021031100762,complaint:JZ2021031100762,包含事件,event:空白
JZ2021031100762,complaint:JZ2021031100762,包含风险,risk:影响日常生活
JZ2021031100762,entity:粪便,易感于,hidden:无人清理
JZ2021031100762,hidden:无人清理,导致,risk:影响日常生活
JZ2021031100762,event:空白,触发风险,risk:影响日常生活
JZ2021031100776,complaint:JZ2021031100776,包含实体,entity:窗户
JZ2021031100776,complaint:JZ2021031100776,包含隐患,hidden:损坏
JZ2021031100776,complaint:JZ2021031100776,包含事件,event:空白
JZ2021031100776,complaint:JZ2021031100776,包含风险,risk:影响日常生活
JZ2021031100776,entity:窗户,易感于,hidden:损坏
JZ2021031100776,hidden:损坏,导致,risk:影响日常生活
JZ2021031100776,event:空白,触发风险,risk:影响日常生活
JZ2021031100786,complaint:JZ2021031100786,包含隐患,hidden:污水流动声音大
JZ2021031100786,complaint:JZ2021031100786,包含事件,event:空白
JZ2021031100786,complaint:JZ2021031100786,包含风险,risk:影响日常生活
JZ2021031100786,hidden:污水流动声音大,导致,risk:影响日常生活
JZ2021031100786,event:空白,触发风险,risk:影响日常生活
JZ2021031100862,complaint:JZ2021031100862,包含实体,entity:烤鸭店
JZ2021031100862,complaint:JZ2021031100862,包含隐患,hidden:违规吸烟
JZ2021031100862,complaint:JZ2021031100862,包含事件,event:空白
JZ2021031100862,complaint:JZ2021031100862,包含风险,risk:影响日常生活
JZ2021031100862,complaint:JZ2021031100862,包含后果,outcome:影响生活
JZ2021031100862,entity:烤鸭店,易感于,hidden:违规吸烟
JZ2021031100862,hidden:违规吸烟,导致,risk:影响日常生活
JZ2021031100862,event:空白,触发风险,risk:影响日常生活
JZ2021031100862,risk:影响日常生活,导致,outcome:影响生活
JZ2021031100868,complaint:JZ2021031100868,包含实体,entity:电梯
JZ2021031100868,complaint:JZ2021031100868,包含事件,event:空白
JZ2021031100868,complaint:JZ2021031100868,包含风险,risk:影响日常生活
JZ2021031100868,event:空白,触发风险,risk:影响日常生活
JZ2021031200100,complaint:JZ2021031200100,包含实体,entity:收废品车
JZ2021031200100,complaint:JZ2021031200100,包含事件,event:空白
JZ2021031200100,complaint:JZ2021031200100,包含风险,risk:影响日常生活
JZ2021031200100,event:空白,触发风险,risk:影响日常生活
JZ2021031200130,complaint:JZ2021031200130,包含实体,entity:灯杆
JZ2021031200130,complaint:JZ2021031200130,包含隐患,hidden:坏了
JZ2021031200130,complaint:JZ2021031200130,包含事件,event:空白
JZ2021031200130,complaint:JZ2021031200130,包含风险,risk:影响出行
JZ2021031200130,entity:灯杆,易感于,hidden:坏了
JZ2021031200130,hidden:坏了,导致,risk:影响出行
JZ2021031200130,event:空白,触发风险,risk:影响出行
JZ2021031200144,complaint:JZ2021031200144,包含实体,entity:楼梯
JZ2021031200144,complaint:JZ2021031200144,包含隐患,hidden:松动
